frame,pen-position-x,pen-position-y
4024,407,170
4025,411,156
4026,405,163
4027,413,154
4028,414,153
4029,414,153
4030,415,152
4031,409,158
4032,413,163
4033,413,162
4034,413,162
4035,413,162
4036,413,162
4037,413,162
4038,413,162
4039,413,162
4040,413,162
4041,413,162
4042,413,162
4043,410,155
4044,412,153
4045,416,150
4046,426,142
4047,424,141
4048,433,135
4049,434,132
4050,440,132
4051,433,133
4052,446,125
4053,453,124
4054,445,126
4055,458,125
4056,428,124
4057,419,125
4058,395,129
4059,382,132
4060,332,145
4061,313,148
4062,213,175
4063,121,200
4064,121,200
4065,42,225
4066,42,225
4067,42,225
4068,42,225
4069,42,225
4070,42,225
4071,42,225
4072,42,225
4073,42,225
4074,42,225
4075,42,225
4076,42,225
4077,42,225
4078,42,225
4079,42,225
4080,42,225
4081,42,225
4082,42,225
4083,42,225
4084,42,225
4085,42,225
4086,42,225
4087,42,225
4088,42,225
4089,42,225
4090,42,225
4091,42,225
4092,42,225
4093,42,225
4094,42,225
4095,42,225
4096,42,225
4097,42,225
4098,42,225
4099,42,225
4100,42,225
4101,42,225
4102,42,225
4103,42,225
4104,42,225
4105,42,225
4106,42,225
4107,42,225
4108,42,225
4109,42,225
4110,42,225
4111,42,225
4112,42,225
4113,42,225
4114,42,225
4115,42,225
4116,159,387
4117,159,387
4118,312,401
4119,375,399
4120,572,365
4121,640,340
4122,689,284
4123,690,278
4124,697,268
4125,707,254
4126,711,245
4127,637,222
4128,612,213
4129,601,208
4130,651,196
4131,671,188
4132,684,178
4133,692,179
4134,688,179
4135,676,178
4136,674,178
4137,690,186
4138,706,196
4139,706,206
4140,695,205
4141,704,204
4142,720,203
4143,715,210
4144,704,200
4145,698,200
4146,707,204
4147,714,191
4148,703,194
4149,702,195
4150,711,192
4151,707,186
4152,707,186
4153,704,190
4154,703,195
4155,707,197
4156,718,191
4157,717,193
4158,716,193
4159,716,193
4160,717,191
4161,719,190
4162,726,196
4163,718,186
4164,718,188
4165,709,194
4166,703,203
4167,701,217
4168,705,231
4169,715,237
4170,729,229
4171,750,230
4172,757,220
4173,757,206
4174,751,193
4175,742,187
4176,745,193
4177,718,186
4178,719,196
4179,722,198
4180,731,201
4181,730,203
4182,721,211
4183,722,205
4184,728,201
4185,725,201
4186,725,199
4187,715,211
4188,718,210
4189,730,209
4190,724,216
4191,724,211
4192,719,207
4193,726,202
4194,734,202
4195,743,202
4196,748,200
4197,739,210
4198,742,203
4199,746,199
4200,736,209
4201,748,205
4202,743,213
4203,747,204
4204,730,205
4205,724,216
4206,722,225
4207,722,230
4208,722,230
4209,731,224
4210,719,228
4211,718,224
4212,718,209
4213,718,203
4214,710,188
4215,709,187
4216,716,178
4217,704,185
4218,720,176
4219,719,173
4220,710,179
4221,724,174
4222,711,178
4223,724,174
4224,719,175
4225,719,175
4226,719,175
4227,717,173
4228,717,169
4229,717,165
4230,725,170
4231,714,171
4232,721,171
4233,740,171
4234,724,167
4235,744,171
4236,735,163
4237,735,167
4238,736,194
4239,744,177
4240,751,179
4241,770,184
4242,768,189
4243,773,194
4244,772,200
4245,776,197
4246,775,197
4247,770,196
4248,770,198
4249,770,198
4250,771,198
4251,774,195
4252,779,196
4253,775,204
4254,773,192
4255,776,214
4256,782,207
4257,781,211
4258,774,213
4259,748,208
4260,763,206
4261,731,209
4262,689,217
4263,681,217
4264,680,218
4265,685,225
4266,685,223
4267,684,216
4268,683,210
4269,686,209
4270,688,207
4271,691,209
4272,696,195
4273,691,202
4274,685,203
4275,687,206
4276,695,203
4277,695,203
4278,688,213
4279,690,197
4280,688,206
4281,683,217
4282,691,219
4283,696,218
4284,721,222
4285,726,222
4286,735,222
4287,739,222
4288,735,219
4289,731,222
4290,722,224
4291,723,225
4292,723,225
4293,737,223
4294,725,248
4295,719,253
4296,720,259
4297,720,261
4298,720,261
4299,720,262
4300,720,262
4301,720,260
4302,721,252
4303,721,252
4304,721,252
4305,713,255
4306,713,265
4307,711,299
4308,711,314
4309,711,316
4310,711,300
4311,711,328
4312,706,323
4313,706,324
4314,708,332
4315,713,323
4316,726,322
4317,725,321
4318,747,319
4319,756,325
4320,761,305
4321,762,308
4322,762,288
4323,761,281
4324,761,256
4325,760,255
4326,760,255
4327,760,255
4328,760,255
4329,760,249
4330,762,265
4331,763,285
4332,753,298
4333,741,302
4334,732,306
4335,719,334
4336,710,343
4337,715,337
4338,705,340
4339,710,344
4340,707,342
4341,708,336
4342,710,332
4343,703,326
4344,715,333
4345,715,348
4346,715,349
4347,712,355
4348,712,355
4349,727,358
4350,716,367
4351,716,367
4352,706,360
4353,701,361
4354,703,363
4355,699,357
4356,690,367
4357,701,378
4358,701,382
4359,710,378
4360,715,378
4361,723,378
4362,718,367
4363,724,377
4364,719,376
4365,723,378
4366,730,376
4367,736,376
4368,730,365
4369,731,364
4370,735,365
4371,735,365
4372,733,357
4373,733,361
4374,733,353
4375,733,345
4376,733,338
4377,733,335
4378,733,333
4379,735,329
4380,735,331
4381,735,342
4382,736,350
4383,736,352
4384,736,362
4385,743,351
4386,754,341
4387,757,344
4388,753,343
4389,749,334
4390,749,347
4391,748,340
4392,742,316
4393,742,315
4394,747,344
4395,743,362
4396,741,366
4397,747,350
4398,748,373
4399,742,385
4400,743,384
4401,743,384
4402,761,374
4403,769,373
4404,767,372
4405,767,378
4406,772,359
4407,781,367
4408,777,366
4409,774,357
4410,772,358
4411,760,353
4412,755,353
4413,766,352
4414,766,352
4415,753,354
4416,753,354
4417,753,354
4418,763,344
4419,761,335
4420,760,334
4421,760,336
4422,752,314
4423,770,317
4424,771,310
4425,785,290
4426,787,273
4427,781,263
4428,778,261
4429,777,259
4430,779,255
4431,775,258
4432,769,244
4433,769,242
4434,769,239
4435,769,239
4436,765,243
4437,768,236
4438,766,237
4439,766,237
4440,776,242
4441,767,243
4442,778,249
4443,776,249
4444,783,249
4445,788,259
4446,790,249
4447,790,249
4448,790,249
4449,790,249
4450,790,249
4451,788,262
4452,795,256
4453,795,256
4454,786,264
4455,789,258
4456,789,258
4457,789,258
4458,789,258
4459,790,254
4460,804,251
4461,808,252
4462,807,258
4463,806,253
4464,807,261
4465,801,272
4466,810,264
4467,812,263
4468,815,264
4469,807,271
4470,804,274
4471,803,279
4472,814,274
4473,816,274
4474,809,284
4475,804,281
4476,796,281
4477,791,280
4478,798,287
4479,795,287
4480,787,277
4481,787,277
4482,787,277
4483,787,277
4484,786,277
4485,786,277
4486,784,277
4487,784,275
4488,783,274
4489,778,275
4490,787,266
4491,785,277
4492,778,270
4493,786,273
4494,786,278
4495,781,269
4496,780,262
4497,784,266
4498,780,263
4499,772,261
4500,768,258
4501,778,264
4502,758,255
4503,762,253
4504,767,244
4505,753,251
4506,747,251
4507,726,253
4508,720,254
4509,715,253
4510,710,255
4511,704,258
4512,699,247
4513,696,246
4514,701,255
4515,700,250
4516,699,255
4517,695,249
4518,700,251
4519,701,248
4520,701,248
4521,701,249
4522,697,255
4523,686,267
4524,695,261
4525,690,271
4526,690,271
4527,688,270
4528,682,267
4529,682,267
4530,686,274
4531,688,268
4532,680,257
4533,668,257
4534,672,258
4535,669,270
4536,667,263
4537,667,263
4538,671,256
4539,664,264
4540,658,266
4541,662,276
4542,666,278
4543,658,276
4544,664,277
4545,660,275
4546,661,279
4547,668,284
4548,679,284
4549,685,284
4550,682,285
4551,678,282
4552,673,295
4553,684,290
4554,677,295
4555,684,283
4556,689,283
4557,689,283
4558,688,280
4559,686,290
4560,686,290
4561,697,276
4562,700,273
4563,703,269
4564,696,274
4565,698,276
4566,700,272
4567,695,268
4568,700,270
4569,700,268
4570,705,262
4571,683,267
4572,689,269
4573,675,271
4574,683,275
4575,679,277
4576,723,259
4577,731,255
4578,743,252
4579,734,254
4580,730,267
4581,737,260
4582,752,258
4583,754,255
4584,761,259
4585,748,273
4586,748,291
4587,747,293
4588,748,296
4589,741,293
4590,745,297
4591,739,285
4592,738,284
4593,732,280
4594,732,279
4595,727,267
4596,728,270
4597,727,289
4598,735,282
4599,735,282
4600,727,272
4601,727,286
4602,727,278
4603,725,284
4604,726,264
4605,733,273
4606,729,262
4607,731,261
4608,733,268
4609,730,254
4610,731,257
4611,731,251
4612,732,262
4613,737,257
4614,737,257
4615,737,257
4616,728,263
4617,728,274
4618,728,273
4619,727,292
4620,728,285
4621,729,254
4622,736,265
4623,729,251
4624,721,253
4625,720,250
4626,734,256
4627,734,256
4628,742,255
4629,735,255
4630,743,255
4631,743,255
4632,748,269
4633,749,270
4634,749,279
4635,752,267
4636,746,285
4637,744,285
4638,726,287
4639,736,288
4640,730,291
4641,706,291
4642,727,290
4643,737,288
4644,747,287
4645,736,285
4646,750,286
4647,733,288
4648,728,303
4649,696,307
4650,687,318
4651,676,330
4652,670,329
4653,673,329
4654,669,332
4655,669,332
4656,658,333
4657,658,333
4658,666,323
4659,666,322
4660,670,326
4661,670,320
4662,674,320
4663,669,323
4664,672,321
4665,684,316
4666,675,318
4667,684,314
4668,684,315
4669,690,310
4670,696,304
4671,689,307
4672,695,310
4673,695,308
4674,696,307
4675,697,296
4676,701,291
4677,702,293
4678,704,285
4679,706,284
4680,733,273
4681,725,281
4682,720,283
4683,724,252
4684,709,255
4685,715,254
4686,701,259
4687,722,266
4688,720,266
4689,719,259
4690,718,260
4691,718,260
4692,702,250
4693,702,245
4694,695,242
4695,695,242
4696,695,242
4697,695,242
4698,695,242
4699,695,242
4700,695,242
4701,695,242
4702,695,242
4703,695,242
4704,695,242
4705,695,242
4706,695,242
4707,695,242
4708,695,242
4709,695,242
4710,695,242
4711,695,242
4712,695,242
4713,695,242
4714,695,242
4715,695,242
4716,695,242
4717,695,242
4718,695,242
4719,695,242
4720,695,242
4721,695,242
4722,695,242
4723,695,242
4724,695,242
4725,695,242
4726,695,242
4727,695,242
4728,695,242
4729,695,242
4730,695,242
4731,695,242
4732,695,242
4733,695,242
4734,695,242
4735,695,242
4736,695,242
4737,695,242
4738,695,242
4739,695,242
4740,695,242
4741,695,242
4742,695,242
4743,695,242
4744,695,242
4745,695,242
4746,695,242
4747,695,242
4748,695,242
4749,695,242
4750,695,242
4751,695,242
4752,695,242
4753,695,242
4754,695,242
4755,695,242
4756,695,242
4757,695,242
4758,695,242
4759,695,242
4760,695,242
4761,695,242
4762,695,242
4763,695,242
4764,695,242
4765,695,242
4766,695,242
4767,695,242
4768,695,242
4769,695,242
4770,695,242
4771,695,242
4772,695,242
4773,695,242
4774,695,242
4775,695,242
4776,695,242
4777,695,242
4778,695,242
4779,695,242
4780,695,242
4781,695,242
4782,922,51
4783,912,85
4784,906,97
4785,897,111
4786,886,108
4787,887,99
4788,883,114
4789,864,119
4790,850,120
4791,801,121
4792,727,115
4793,727,115
4794,626,99
4795,627,99
4796,581,107
4797,587,117
4798,624,136
4799,663,136
4800,676,135
4801,672,130
4802,662,139
4803,661,141
4804,652,137
4805,655,142
4806,672,143
4807,674,143
4808,667,149
4809,666,155
4810,666,141
4811,665,161
4812,666,161
4813,669,160
4814,668,150
4815,672,164
4816,669,154
4817,668,174
4818,669,175
4819,678,165
4820,666,166
4821,670,164
4822,682,157
4823,682,153
4824,682,153
4825,687,161
4826,689,158
4827,706,156
4828,702,153
4829,706,156
4830,707,158
4831,703,178
4832,693,186
4833,694,182
4834,689,182
4835,678,182
4836,678,182
4837,668,175
4838,674,179
4839,662,171
4840,661,169
4841,663,165
4842,652,159
4843,654,167
4844,657,150
4845,661,148
4846,667,136
4847,664,133
4848,672,147
4849,663,153
4850,664,136
4851,670,128
4852,667,121
4853,665,138
4854,660,150
4855,670,143
4856,683,135
4857,686,139
4858,681,132
4859,671,140
4860,667,157
4861,677,149
4862,674,141
4863,671,146
4864,672,142
4865,665,149
4866,656,146
4867,665,151
4868,654,142
4869,664,146
4870,664,146
4871,662,130
4872,671,139
4873,664,143
4874,658,133
4875,654,134
4876,668,134
4877,648,135
4878,657,143
4879,657,143
4880,666,133
4881,656,142
4882,666,132
4883,658,127
4884,656,144
4885,652,134
4886,672,137
4887,676,137
4888,669,132
4889,671,135
4890,671,135
4891,672,137
4892,678,142
4893,671,140
4894,663,148
4895,663,148
4896,666,154
4897,664,136
4898,672,141
4899,672,141
4900,662,146
4901,664,145
4902,664,145
4903,664,145
4904,664,145
4905,664,145
4906,662,139
4907,661,139
4908,660,158
4909,660,167
4910,663,184
4911,667,178
4912,682,186
4913,686,187
4914,686,187
4915,681,195
4916,685,186
4917,685,186
4918,680,190
4919,677,189
4920,670,197
4921,671,204
4922,677,190
4923,684,181
4924,687,189
4925,687,189
4926,685,180
4927,685,172
4928,698,182
4929,698,186
4930,692,181
4931,698,180
4932,699,184
4933,693,185
4934,671,191
4935,671,191
4936,667,191
4937,686,195
4938,692,189
4939,685,179
4940,685,184
4941,692,182
4942,692,182
4943,680,172
4944,678,171
4945,666,183
4946,666,183
4947,666,183
4948,666,183
4949,666,183
4950,666,183
4951,666,183
4952,666,183
4953,666,183
4954,666,183
4955,666,183
4956,666,183
4957,666,183
4958,666,183
4959,666,183
4960,666,183
4961,666,183
4962,666,183
4963,666,183
4964,666,183
4965,666,183
4966,666,183
4967,666,183
4968,666,183
4969,666,183
4970,666,183
4971,666,183
4972,666,183
4973,666,183
4974,666,183
4975,666,183
4976,666,183
4977,666,183
4978,666,183
4979,721,59
4980,722,51
4981,720,70
4982,717,91
4983,717,98
4984,717,91
4985,708,118
4986,707,117
4987,707,118
4988,698,130
4989,687,136
4990,683,140
4991,687,153
4992,689,157
4993,689,145
4994,685,160
4995,691,158
4996,684,158
4997,684,158
4998,684,158
4999,684,158
5000,684,158
5001,684,158
5002,684,158
5003,684,158
5004,684,158
5005,684,158
5006,684,158
5007,684,158
5008,684,158
5009,684,158
5010,684,158
5011,684,158
5012,684,158
5013,684,158
5014,684,158
5015,684,158
5016,684,158
5017,684,158
5018,684,158
5019,684,158
5020,684,158
5021,684,158
5022,684,158
5023,684,158
5024,684,158
5025,684,158
5026,684,158
5027,684,158
5028,684,158
5029,684,158
5030,684,158
5031,684,158
5032,684,158
5033,684,158
5034,684,158
5035,684,158
5036,684,158
5037,684,158
5038,684,158
5039,684,158
5040,684,158
5041,684,158
5042,684,158
5043,684,158
5044,684,158
5045,684,158
5046,684,158
5047,684,158
5048,684,158
5049,684,158
5050,684,158
5051,684,158
5052,684,158
5053,684,158
5054,684,158
5055,684,158
5056,684,158
5057,684,158
5058,684,158
5059,684,158
5060,684,158
5061,684,158
5062,684,158
5063,684,158
5064,684,158
5065,684,158
5066,684,158
5067,684,158
5068,684,158
5069,684,158
5070,696,22
5071,696,29
5072,697,49
5073,697,73
5074,699,97
5075,702,135
5076,702,127
5077,705,149
5078,707,167
5079,708,174
5080,703,189
5081,692,217
5082,692,227
5083,684,221
5084,691,233
5085,689,230
5086,688,234
5087,687,237
5088,687,241
5089,686,234
5090,689,234
5091,690,232
5092,689,229
5093,689,229
5094,689,229
5095,683,225
5096,685,227
5097,685,231
5098,684,235
5099,681,236
5100,680,236
5101,680,236
5102,680,236
5103,673,234
5104,673,234
5105,684,242
5106,684,242
5107,684,242
5108,673,233
5109,673,233
5110,682,242
5111,680,231
5112,679,235
5113,680,236
5114,685,235
5115,688,236
5116,690,237
5117,691,238
5118,692,235
5119,707,249
5120,704,258
5121,695,243
5122,696,244
5123,695,246
5124,697,246
5125,720,248
5126,713,234
5127,713,233
5128,713,233
5129,698,243
5130,698,243
5131,698,243
5132,698,243
5133,718,233
5134,718,232
5135,719,231
5136,721,230
5137,720,228
5138,723,229
5139,720,226
5140,720,226
5141,720,226
5142,720,226
5143,720,226
5144,720,226
5145,720,226
5146,720,226
5147,720,226
5148,724,229
5149,719,227
5150,726,230
5151,720,230
5152,718,230
5153,715,231
5154,696,241
5155,712,232
5156,692,243
5157,693,242
5158,692,242
5159,691,243
5160,689,243
5161,692,240
5162,692,233
5163,692,230
5164,691,236
5165,691,246
5166,697,244
5167,696,242
5168,696,239
5169,695,233
5170,694,227
5171,695,227
5172,694,224
5173,694,221
5174,694,220
5175,695,221
5176,711,223
5177,714,219
5178,714,219
5179,712,222
5180,712,221
5181,712,218
5182,712,217
5183,701,195
5184,701,193
5185,702,192
5186,703,189
5187,703,189
5188,703,189
5189,718,198
5190,718,198
5191,707,183
5192,690,195
5193,689,195
5194,688,194
5195,687,196
5196,686,197
5197,685,198
5198,702,184
5199,702,184
5200,684,199
5201,684,199
5202,702,184
5203,701,183
5204,700,183
5205,700,182
5206,700,179
5207,701,178
5208,700,172
5209,701,174
5210,701,167
5211,695,167
5212,690,166
5213,681,162
5214,675,159
5215,672,155
5216,642,147
5217,633,140
5218,616,136
5219,613,130
5220,597,119
5221,589,119
5222,582,106
5223,566,104
5224,576,104
5225,561,103
5226,550,99
5227,538,100
5228,532,115
5229,527,113
5230,525,118
5231,525,118
5232,527,120
5233,539,109
5234,540,106
5235,552,102
5236,567,99
5237,585,96
5238,612,95
5239,626,94
5240,642,94
5241,633,94
5242,646,95
5243,676,95
5244,681,95
5245,721,91
5246,723,91
5247,741,91
5248,749,90
5249,749,90
5250,754,91
5251,756,91
5252,756,91
5253,756,91
5254,756,91
5255,744,99
5256,744,99
5257,755,92
5258,749,91
5259,740,91
5260,711,91
5261,685,91
5262,678,91
5263,653,92
5264,600,95
5265,534,95
5266,483,92
5267,483,92
5268,406,61
5269,366,48
5270,323,36
5271,323,36
5272,272,30
5273,272,33
5274,267,29
5275,275,22
5276,275,37
5277,278,46
5278,281,49
5279,285,51
5280,286,63
5281,288,61
5282,294,71
5283,310,72
5284,311,78
5285,296,73
5286,296,73
5287,301,72
5288,317,75
5289,316,81
5290,323,88
5291,316,80
5292,326,76
5293,327,94
5294,327,97
5295,324,89
5296,325,92
5297,336,102
5298,334,100
5299,329,100
5300,328,102
5301,328,102
5302,320,98
5303,336,98
5304,335,97
5305,361,94
5306,363,92
5307,351,93
5308,353,93
5309,358,93
5310,361,93
5311,365,93
5312,373,88
5313,373,90
5314,373,85
5315,369,84
5316,384,83
5317,367,91
5318,365,91
5319,365,92
5320,364,94
5321,364,97
5322,357,99
5323,356,97
5324,357,94
5325,356,93
5326,353,93
5327,351,95
5328,351,95
5329,349,94
5330,349,94
5331,339,84
5332,349,94
5333,351,98
5334,354,93
5335,357,93
5336,354,99
5337,358,94
5338,365,93
5339,367,88
5340,367,91
5341,361,84
5342,369,85
5343,361,97
5344,361,97
5345,361,97
5346,361,97
5347,361,97
5348,352,87
5349,352,87
5350,352,87
5351,359,87
5352,357,85
5353,383,85
5354,383,85
5355,370,98
5356,370,98
5357,370,98
5358,371,93
5359,371,91
5360,370,85
5361,373,87
5362,379,75
5363,379,68
5364,379,68
5365,379,68
5366,375,69
5367,375,73
5368,377,76
5369,371,80
5370,379,79
5371,399,81
5372,400,81
5373,400,81
5374,402,80
5375,404,81
5376,404,81
5377,405,79
5378,388,80
5379,388,80
5380,389,80
5381,417,79
5382,419,80
5383,419,80
5384,403,80
5385,411,81
5386,412,79
5387,425,71
5388,430,70
5389,429,68
5390,422,66
5391,422,65
5392,446,65
5393,435,59
5394,442,56
5395,440,57
5396,440,57
5397,440,57
5398,440,57
5399,440,57
5400,428,64
5401,438,57
5402,437,63
5403,437,66
5404,450,76
5405,439,73
5406,443,73
5407,458,84
5408,460,87
5409,449,74
5410,462,86
5411,470,84
5412,463,90
5413,463,90
5414,465,88
5415,465,88
5416,449,86
5417,449,86
5418,471,91
5419,477,91
5420,469,97
5421,468,100
5422,468,101
5423,468,102
5424,468,102
5425,468,102
5426,468,102
5427,480,96
5428,480,96
5429,480,97
5430,480,97
5431,480,97
5432,480,97
5433,481,97
5434,476,100
5435,482,97
5436,482,97
5437,478,93
5438,485,93
5439,478,103
5440,478,100
